"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"806","Trevor Zegras","ANA","C","169","447.55","6","16","8","8","22","57.89","63","9.52","7.07","134","92","59","10","2","7","30","11","10","0","1","3","21","0","7","14","0","19","29","39.58"
"884","Marco Rossi","MIN","C","183","392.53333333333","9","13","6","7","22","56.41","71","12.68","13.4","127","101","90","47","0","19","19","4","2","1","1","2","6","2","2","10","1","71","69","50.71"
"892","Jack Quinn","BUF","R","176","339.6","5","17","9","8","22","61.11","65","7.69","9.19","115","91","65","21","2","10","4","2","2","0","0","2","13","1","6","21","1","2","4","33.33"
"905","Quinton Byfield","L.A","C, R","214","416.33333333333","10","12","5","7","22","37.93","71","14.08","17.6","139","114","99","82","0","20","10","5","5","0","0","6","6","2","3","21","0","19","25","43.18"
"1096","Macklin Celebrini","S.J","C","70","220.08333333333","8","14","4","10","22","78.57","61","13.11","7.02","126","94","65","7","0","10","0","0","0","0","0","2","12","2","2","9","0","62","49","55.86"
"57","Mikael Backlund","CGY","C","240","441.46666666667","8","13","9","4","21","48.84","75","10.67","13.11","137","110","94","51","0","11","2","1","1","0","0","1","22","4","4","13","0","170","138","55.19"
"289","Dominik Kubalik","DET, OTT","L","155","339.05","11","10","6","4","21","58.33","72","15.28","9.99","139","106","70","16","1","4","4","2","2","0","0","2","7","1","7","9","0","6","8","42.86"
"317","Ryan Hartman","MIN","R","202","304.26666666667","9","12","6","6","21","65.63","76","11.84","12.23","125","105","77","44","2","7","8","4","4","0","0","3","8","0","3","11","1","47","72","39.50"
"742","Rasmus Sandin","TOR, WSH","D","221","299.35","1","20","9","11","21","56.76","17","5.88","1.21","48","23","13","1","1","7","2","1","1","0","0","0","5","3","4","4","6","0","0","-"
"843","Pavel Dorofeyev","VGK","L","147","253.51666666667","15","6","4","2","21","51.22","73","20.55","11.05","121","103","73","21","1","10","4","2","2","0","0","2","7","1","0","5","0","0","2","0.00"
"50","Logan Couture","S.J","C","88","258.43333333333","5","15","9","6","20","57.14","60","8.33","9.66","104","86","62","32","1","10","2","1","1","0","0","0","5","1","3","6","0","32","27","54.24"
"252","Oskar Sundqvist","DET, MIN, STL","C","205","293.25","10","10","4","6","20","55.56","42","23.81","11.51","65","61","61","48","0","11","6","3","3","0","0","3","3","3","2","20","0","21","25","45.65"
"377","Robby Fabbri","ANA, DET","C","140","265.96666666667","8","12","7","5","20","64.52","37","21.62","5.77","51","43","41","23","1","3","8","4","4","0","0","1","8","1","9","16","0","50","35","58.82"
"963","Owen Power","BUF","D","234","407.01666666667","1","19","12","7","20","62.50","49","2.04","2.95","88","55","33","2","0","13","8","4","4","0","0","4","11","2","2","8","3","0","0","-"
"7","Patrice Bergeron","BOS","C","78","263.6","9","10","6","4","19","43.18","63","14.29","11.73","125","90","104","48","2","15","6","3","3","0","0","1","3","2","3","5","2","208","125","62.46"
"46","Kevin Shattenkirk","ANA, BOS","D","136","223.83333333333","3","16","14","2","19","70.37","44","6.82","2.59","79","52","22","0","1","11","2","1","1","0","0","0","2","3","1","3","5","0","0","-"
"103","Oliver Ekman-Larsson","FLA, TOR, VAN","D","211","351.53333333333","3","16","10","6","19","44.19","46","6.52","3.33","124","75","36","3","0","15","0","0","0","0","0","0","10","1","9","6","4","0","0","-"
"220","Vladislav Namestnikov","T.B, WPG","C","233","290.56666666667","6","13","6","7","19","51.35","32","18.75","6.42","56","43","42","24","0","9","2","1","1","0","0","1","2","3","6","12","0","50","65","43.48"
"388","Ryan Donato","CHI, SEA","C","229","309.38333333333","6","13","9","4","19","59.38","47","12.77","8.51","88","68","58","31","1","12","4","2","2","0","0","2","3","5","3","14","2","67","80","45.58"
"470","Lawson Crouse","ARI, UTA","L","239","345.48333333333","14","5","4","1","19","59.38","46","30.43","7.34","84","66","70","27","0","5","4","2","2","0","0","1","4","3","20","13","1","9","15","37.50"
"561","Taylor Raddysh","CHI, WSH","R","231","416.01666666667","8","11","7","4","19","43.18","45","17.78","8.86","80","69","55","39","0","10","2","1","1","0","0","1","10","6","4","11","0","5","5","50.00"
"741","Adam Boqvist","CBJ, FLA, NYI","D","116","285.35","1","18","13","5","19","65.52","42","2.38","3.61","93","58","31","4","0","10","4","2","2","0","0","0","3","0","3","6","3","0","0","-"
"864","Dmitri Voronkov","CBJ","L","148","301.81666666667","14","5","2","3","19","47.50","62","22.58","14.45","97","92","85","68","0","9","2","1","1","0","0","0","10","1","4","2","0","48","63","43.24"
"949","Mason Lohrei","BOS","D","118","185.53333333333","2","17","6","11","19","73.08","21","9.52","1.66","50","31","13","2","0","3","2","1","1","0","0","0","8","4","2","1","3","0","0","-"
"48","James van Riemsdyk","BOS, CBJ, PHI","L","203","373.7","9","9","5","4","18","50.00","62","14.52","14.91","99","90","92","83","1","16","14","7","7","0","0","1","8","1","3","9","1","5","6","45.45"
"141","Charlie Coyle","BOS, COL","C","247","358.61666666667","10","8","1","7","18","48.65","55","18.18","10.13","82","71","67","49","0","8","6","3","3","0","0","0","10","4","10","5","0","119","90","56.94"
"159","Taylor Hall","BOS, CAR, CHI","L","148","304.21666666667","9","9","4","5","18","56.25","49","18.37","8.33","94","73","58","29","1","10","2","1","1","0","0","0","17","3","8","25","0","14","8","63.64"
"829","Philip Tomasino","NSH, PIT","C, R","133","223.88333333333","7","11","7","4","18","60.00","32","21.88","5.9","60","49","38","17","0","5","2","1","1","0","0","0","13","4","1","13","1","1","7","12.50"
"964","Matt Coronato","CGY","R","112","246.33333333333","6","12","5","7","18","54.55","40","15.00","7.38","83","64","54","26","0","14","0","0","0","0","0","0","8","1","0","11","0","16","16","50.00"
"56","Evgenii Dadonov","DAL, MTL","R","204","245.23333333333","6","11","7","4","17","68.00","28","21.43","5.99","53","45","36","20","0","5","0","0","0","0","0","0","6","1","1","11","1","0","0","-"
"463","Nicolas Roy","VGK","C","206","315.93333333333","6","11","10","1","17","53.13","64","9.38","13.31","90","84","80","71","1","12","14","6","6","0","0","0","10","0","6","18","0","62","74","45.59"
"601","Trevor Moore","L.A","C, L","212","357.93333333333","5","12","7","5","17","37.78","66","7.58","13.45","129","109","82","43","0","13","4","2","2","0","0","4","5","2","4","12","0","5","5","50.00"
"838","Shane Pinto","OTT","C","193","346.38333333333","10","7","4","3","17","44.74","82","12.20","14.71","163","121","123","51","0","20","2","1","1","0","0","4","10","4","1","13","0","26","24","52.00"
"914","Luke Evangelista","NSH","R","172","338.55","4","13","4","9","17","45.95","58","6.90","9.46","97","75","67","41","2","5","6","3","3","0","0","0","10","4","1","21","0","0","0","-"
"921","Tyson Foerster","PHI","R","166","370.45","10","7","5","2","17","56.67","69","14.49","11.55","129","101","83","38","0","15","14","7","7","0","0","0","1","7","8","17","0","0","1","0.00"
"974","Matthew Knies","TOR","L","161","241.3","5","12","9","3","17","45.95","34","14.71","8.57","52","50","47","38","0","5","4","2","2","0","0","3","4","1","6","9","0","0","0","-"
"1092","Matvei Michkov","PHI","R","80","225.36666666667","8","9","6","3","17","77.27","48","16.67","6.64","87","65","41","13","0","7","0","0","0","0","0","1","8","3","1","9","0","8","13","38.10"
"12","Blake Wheeler","NYR, WPG","R","126","252.26666666667","8","8","3","5","16","64.00","35","22.86","7.01","63","56","45","27","0","4","4","2","2","0","0","1","5","2","5","13","1","23","20","53.49"
"89","Jared Spurgeon","MIN","D","161","257.35","2","14","3","11","16","64.00","32","6.25","2.85","60","41","22","4","0","4","4","2","2","0","0","0","5","6","2","1","3","0","0","-"
"92","Mike Hoffman","MTL, S.J","C, L","133","276.78333333333","4","12","5","7","16","53.33","51","7.84","5.95","112","77","38","8","0","7","0","0","0","0","0","0","5","1","2","4","2","3","2","60.00"
"160","Ryan Johansen","COL, NSH","C","118","294.45","9","7","5","2","16","47.06","50","18.00","9.83","83","74","71","41","0","8","4","2","2","0","0","0","8","1","5","6","0","166","125","57.04"
"280","Alexander Kerfoot","ARI, TOR, UTA","C","245","231.95","4","12","5","7","16","69.57","27","14.81","5.94","38","35","35","26","0","3","2","1","1","0","0","1","4","2","1","13","0","79","85","48.17"
"358","Frederick Gaudreau","MIN","C","231","282.41666666667","10","6","3","3","16","69.57","45","22.22","6.47","85","66","44","19","2","6","0","0","0","0","0","0","9","0","1","16","0","59","50","54.13"
"420","Darren Raddysh","T.B","D","172","192.81666666667","3","13","3","10","16","55.17","27","11.11","2.81","64","43","23","3","1","6","2","1","1","0","0","0","4","1","2","3","4","0","0","-"
"482","Anthony Cirelli","T.B","C","217","251.31666666667","9","7","5","2","16","39.02","28","32.14","5.58","50","42","38","23","0","6","4","2","2","0","0","2","7","1","3","12","1","96","90","51.61"
"611","Juuso Valimaki","ARI, UTA","D","189","222.68333333333","1","15","5","10","16","55.17","16","6.25","1.84","41","30","16","4","0","1","2","1","1","0","0","1","5","1","1","2","3","0","0","-"
"821","Arthur Kaliyev","L.A, NYR","R","121","197.93333333333","11","5","4","1","16","57.14","53","20.75","5.99","112","76","55","11","0","15","4","2","2","0","0","0","8","2","3","14","0","0","0","-"
"830","Connor McMichael","WSH","C","168","239.18333333333","6","10","3","7","16","55.17","39","15.38","8.35","57","51","49","39","0","13","4","2","2","0","0","3","4","2","4","7","0","35","45","43.75"
"900","Anton Lundell","FLA","C","230","312.78333333333","3","13","5","8","16","57.14","54","5.56","8.42","104","76","54","29","3","10","6","3","3","0","0","3","5","4","3","10","1","95","69","57.93"
"1071","Leo Carlsson","ANA","C","131","310.3","8","8","5","3","16","48.48","37","21.62","6.1","75","58","42","19","1","5","4","2","2","0","0","0","10","1","2","2","2","23","41","35.94"
"125","Erik Haula","N.J","L","225","223.8","5","10","5","5","15","75.00","48","10.42","6.36","75","59","43","26","0","7","6","3","3","0","0","0","8","1","4","6","3","77","61","55.80"
"193","Jean-Gabriel Pageau","NYI","C","231","417.2","8","7","2","5","15","50.00","39","20.51","10.19","85","66","68","43","0","5","2","1","1","0","0","1","11","3","11","23","0","207","146","58.64"
"250","Matt Grzelcyk","BOS, PIT","D","220","214.28333333333","0","15","6","9","15","53.57","25","0.00","1.38","43","32","10","0","0","6","4","2","2","0","0","0","7","1","2","3","5","0","0","-"
"305","Anthony Duclair","FLA, NYI, S.J, T.B","L","137","228.05","8","7","3","4","15","53.57","38","21.05","6.92","78","52","49","24","0","12","4","2","2","0","0","1","6","2","1","9","0","0","2","0.00"
"399","Devon Toews","COL","D","238","381.65","2","13","5","8","15","38.46","37","5.41","3.38","89","57","25","4","0","8","2","1","1","0","0","0","11","6","2","1","4","0","0","-"
"461","Jack Roslovic","CAR, CBJ, NYR","C","217","335.93333333333","3","12","5","7","15","53.57","52","5.77","7.66","105","76","52","21","3","6","4","2","2","0","0","1","9","3","5","9","2","74","92","44.58"
"935","Alexander Barabanov","S.J","L","114","275.66666666667","3","12","7","5","15","45.45","35","8.57","6.48","67","53","51","24","0","12","4","2","2","0","0","0","4","0","4","8","0","0","0","-"
"957","J.J. Moser","ARI, T.B","D","216","265.06666666667","3","12","1","11","15","57.69","26","11.54","2.2","58","35","20","2","0","4","0","0","0","0","0","1","6","1","1","6","6","0","0","-"
"114","Dmitry Orlov","BOS, CAR, WSH","D","224","145.43333333333","1","13","7","6","14","77.78","17","5.88","2.18","46","25","14","2","0","4","2","1","1","0","0","0","4","3","6","3","1","0","0","-"
"116","Mattias Ekholm","EDM, NSH","D","222","231.86666666667","5","9","5","4","14","60.87","28","17.86","2.69","62","40","23","5","0","6","0","0","0","0","0","0","7","4","3","6","4","0","0","-"
