"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"399","Devon Toews","COL","D","238","662.05","0","2","1","1","2","18.18","13","0.00","0.21","16","15","3","0","6","0","4","2","2","0","0","4","17","11","23","5","60","0","0","-"
"402","Danton Heinen","BOS, PIT, VAN","L","218","172.01666666667","2","0","0","0","2","100.00","12","16.67","1.73","18","17","14","4","2","2","0","0","0","0","0","1","4","9","2","3","11","2","3","40.00"
"407","Dakota Joshua","VAN","C","199","222.43333333333","2","0","0","0","2","50.00","9","22.22","0.97","12","10","7","5","2","0","10","1","0","0","1","4","7","15","15","3","18","4","12","25.00"
"418","Jake Middleton","MIN","D","226","480.2","0","2","2","0","2","20.00","10","0.00","0.07","11","11","0","0","6","0","4","2","2","0","0","8","3","9","19","8","84","0","0","-"
"426","Kyle Connor","WPG","L","229","108.68333333333","2","0","0","0","2","100.00","10","20.00","2.31","15","14","11","4","3","2","2","1","1","0","0","1","0","2","1","1","10","0","5","0.00"
"444","Christian Fischer","ARI, CBJ, DET","R","205","272.06666666667","2","0","0","0","2","100.00","8","25.00","1.08","13","12","6","3","1","1","0","0","0","0","0","1","4","3","9","7","12","10","20","33.33"
"449","Brandon Carlo","BOS, TOR","D","234","691.43333333333","0","2","0","2","2","14.29","22","0.00","0.69","35","26","5","3","5","1","8","4","4","0","0","5","13","18","31","12","83","0","0","-"
"460","Nicolas Roy","VGK","C","206","230.96666666667","1","1","1","0","2","66.67","9","11.11","1.84","18","15","10","5","5","2","0","0","0","0","0","2","2","24","1","2","11","91","122","42.72"
"491","Alexandre Carrier","MTL, NSH","D","195","401.83333333333","1","1","1","0","2","28.57","7","14.29","0.44","8","8","3","2","2","0","4","2","2","0","0","4","1","5","15","12","75","0","0","-"
"501","Mason Appleton","WPG","C","194","270.73333333333","1","1","1","0","2","66.67","13","7.69","1.13","16","16","8","5","0","0","2","1","1","0","0","3","2","7","10","2","15","4","4","50.00"
"513","Matthew Tkachuk","FLA","L","211","60.4","1","1","0","1","2","100.00","7","14.29","0.83","10","9","7","5","2","0","2","1","1","0","0","1","1","3","5","1","1","1","0","100.00"
"536","Dillon Dube","CGY","C","125","136.4","2","0","0","0","2","100.00","12","16.67","1.51","16","14","11","7","4","1","2","1","1","0","0","0","4","3","13","0","5","18","21","46.15"
"552","Boris Katchouk","CHI, OTT","L","117","121.05","1","1","0","1","2","66.67","7","14.29","1.49","9","9","7","3","1","0","4","2","2","0","0","2","3","9","8","0","6","7","9","43.75"
"563","Mikhail Sergachev","T.B, UTA","D","190","491.95","1","1","1","0","2","28.57","9","11.11","0.39","13","11","3","1","4","0","4","2","2","0","0","3","20","6","21","8","53","0","0","-"
"585","Vincent Desharnais","EDM, PIT, S.J, VAN","D","165","315.23333333333","0","2","0","2","2","22.22","0","-","0","0","0","0","0","0","0","8","4","4","0","0","2","7","2","31","7","75","0","0","-"
"587","Dylan Gambrell","OTT","C","60","129.75","0","2","2","0","2","100.00","3","0.00","0.12","4","4","0","0","0","1","2","1","1","0","0","3","3","3","1","2","7","13","22","37.14"
"603","Mason Shaw","MIN","C","79","84.666666666667","0","2","2","0","2","66.67","8","0.00","0.47","14","11","6","3","5","1","0","0","0","0","0","2","4","4","4","1","4","3","1","75.00"
"605","Kailer Yamamoto","EDM, SEA, UTA","R","129","88.7","1","1","1","0","2","66.67","9","11.11","0.83","10","9","7","4","1","0","2","1","1","0","0","3","0","5","1","4","3","0","1","0.00"
"617","Mikey Anderson","L.A","D","228","594.53333333333","0","2","2","0","2","22.22","10","0.00","0.54","11","11","4","1","0","1","4","2","2","0","0","4","10","5","27","9","62","0","0","-"
"642","Dylan Samberg","WPG","D","201","430.31666666667","0","2","0","2","2","22.22","7","0.00","0.12","10","10","0","0","1","0","4","2","2","0","0","5","17","13","22","8","85","0","0","-"
"651","Alexandre Texier","CBJ, STL","C","109","140.71666666667","2","0","0","0","2","100.00","7","28.57","0.9","10","9","7","4","1","1","0","0","0","0","0","0","1","1","1","1","5","2","4","33.33"
"656","Neal Pionk","WPG","D","233","396.11666666667","0","2","0","2","2","50.00","4","0.00","0.14","4","4","1","0","1","0","6","3","3","0","0","2","15","5","44","11","45","0","0","-"
"659","Jan Rutta","PIT, S.J","D","179","444.01666666667","0","2","1","1","2","33.33","8","0.00","0.01","9","9","0","0","2","0","4","2","2","0","0","2","4","7","12","3","50","0","0","-"
"688","Kiefer Sherwood","NSH, VAN","L","178","138.06666666667","1","1","1","0","2","100.00","16","6.25","0.9","20","19","7","1","1","1","0","0","0","0","0","1","0","4","12","5","4","7","9","43.75"
"689","Eric Robinson","BUF, CAR, CBJ","L","201","243.43333333333","0","2","2","0","2","100.00","12","0.00","1.05","21","14","11","4","3","1","0","0","0","0","0","3","4","12","5","4","10","3","8","27.27"
"708","Jesperi Kotkaniemi","CAR","C","239","28.5","1","1","1","0","2","100.00","2","50.00","0.11","2","2","1","1","0","0","0","0","0","0","0","0","1","0","0","2","1","7","10","41.18"
"725","Noah Dobson","NYI","D","228","179.33333333333","0","2","2","0","2","40.00","1","0.00","0.07","2","2","1","0","0","0","4","2","2","0","0","0","2","1","8","2","25","0","0","-"
"741","Ilya Lyubushkin","ANA, BUF, DAL, TOR","D","222","529.56666666667","1","1","1","0","2","18.18","7","14.29","0.65","12","11","2","1","3","0","8","4","4","0","0","5","11","12","42","5","101","0","0","-"
"748","Alexander Romanov","NYI","D","221","443.56666666667","0","2","1","1","2","13.33","6","0.00","0.19","10","7","4","1","2","0","8","4","4","0","0","2","15","8","31","10","61","0","0","-"
"761","Rafael Harvey-Pinard","MTL","L","80","136.7","1","1","1","0","2","66.67","7","14.29","0.82","12","10","5","5","2","0","2","1","1","0","0","3","5","5","2","2","18","2","3","40.00"
"765","Brayden Pachal","CGY, VGK","D","136","159.16666666667","0","2","2","0","2","66.67","2","0.00","0","4","2","1","0","2","1","4","2","2","0","0","1","4","1","33","4","25","0","0","-"
"778","Brett Leason","ANA","R","184","258.45","2","0","0","0","2","66.67","19","10.53","1.26","33","26","11","4","6","1","4","2","2","0","0","0","3","8","4","1","27","3","7","30.00"
"781","Peyton Krebs","BUF","C","235","128.75","2","0","0","0","2","66.67","7","28.57","0.63","10","9","6","5","0","1","5","1","0","1","0","2","0","5","2","1","2","57","77","42.54"
"782","Kirby Dach","MTL","C","117","24.183333333333","0","2","2","0","2","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2","2","2","3","40.00"
"783","Bowen Byram","BUF, COL","D","197","263.05","1","1","1","0","2","33.33","6","16.67","0.35","6","6","4","1","2","0","6","3","3","0","0","1","12","4","10","4","25","0","0","-"
"801","Jack Hughes","N.J","C","202","60.55","1","1","1","0","2","100.00","11","9.09","0.98","13","11","11","3","1","1","2","1","1","0","0","0","1","0","0","0","1","6","8","42.86"
"824","Jackson LaCombe","ANA","D","148","342.78333333333","0","2","2","0","2","66.67","4","0.00","0.31","5","5","2","1","0","0","0","0","0","0","0","4","6","9","13","4","44","0","1","0.00"
"831","Joel Kiviranta","COL, DAL","L","205","288.25","2","0","0","0","2","50.00","27","7.41","2.19","32","30","19","8","8","3","4","2","2","0","0","3","4","14","9","7","9","5","15","25.00"
"926","Nils Aman","VAN","C","130","149.75","0","2","2","0","2","66.67","7","0.00","0.67","8","7","5","3","1","0","0","0","0","0","0","2","2","4","4","3","9","12","23","34.29"
"941","Owen Power","BUF","D","234","346","0","2","1","1","2","25.00","11","0.00","0.24","13","12","2","0","4","1","2","1","1","0","0","2","8","4","4","5","34","0","0","-"
"945","Dylan Guenther","ARI, UTA","R","148","60.95","1","1","1","0","2","100.00","7","14.29","0.87","12","11","5","4","1","0","0","0","0","0","0","0","0","7","0","1","2","1","3","25.00"
"957","Mason McTavish","ANA","C","220","9.3333333333333","1","1","1","0","2","100.00","2","50.00","0.29","3","3","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","6","5","54.55"
"999","Frank Nazar","CHI","C","56","53.583333333333","1","1","1","0","2","100.00","6","16.67","0.9","9","9","7","5","0","0","0","0","0","0","0","2","7","0","1","0","4","13","16","44.83"
"1028","Leo Carlsson","ANA","C","131","46.45","1","1","1","0","2","100.00","2","50.00","0.16","3","2","1","1","0","0","0","0","0","0","0","0","1","1","0","1","0","13","19","40.63"
"1029","Adam Fantilli","CBJ","C","131","27.533333333333","1","1","1","0","2","66.67","3","33.33","0.21","4","3","1","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","10","9.09"
"5","Brent Burns","CAR","D","246","557.16666666667","1","0","0","0","1","8.33","16","6.25","0.36","21","20","3","0","8","0","6","3","3","0","0","1","18","17","15","7","39","1","0","100.00"
"8","Joe Pavelski","DAL","C","164","17.85","0","1","1","0","1","inf","1","0.00","0.07","1","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","11","7","61.11"
"9","Mark Giordano","TOR","D","124","281.18333333333","1","0","0","0","1","16.67","10","10.00","0.15","11","11","2","1","4","0","4","2","2","0","0","2","12","2","8","7","47","0","0","-"
"23","Marc-Edouard Vlasic","S.J","D","162","316.18333333333","0","1","0","1","1","100.00","12","0.00","0.53","18","13","4","2","3","1","0","0","0","0","0","1","5","8","6","4","28","0","0","-"
"36","Jeff Petry","DET, PIT","D","178","316.25","0","1","0","1","1","25.00","5","0.00","0.02","5","5","0","0","2","0","4","2","2","0","0","0","9","6","45","2","46","0","0","-"
"46","Ian Cole","T.B, UTA, VAN","D","238","669.71666666667","0","1","1","0","1","11.11","10","0.00","0.6","16","15","3","2","4","2","4","2","2","0","0","3","10","14","22","4","94","0","0","-"
"52","Logan Couture","S.J","C","88","209.11666666667","1","0","0","0","1","100.00","8","12.50","0.83","11","9","6","2","4","0","2","1","1","0","0","0","5","17","1","1","2","75","127","37.13"
"63","Alec Martinez","CHI, VGK","D","176","255.96666666667","1","0","0","0","1","11.11","9","11.11","0.24","10","9","2","2","3","0","0","0","0","0","0","2","5","5","4","6","57","0","0","-"
"65","Nick Holden","OTT","D","65","177.65","0","1","1","0","1","50.00","4","0.00","0.05","4","4","0","0","1","0","2","1","1","0","0","1","6","2","5","3","15","0","0","-"
"66","Drew Doughty","L.A","D","193","417.53333333333","1","0","0","0","1","14.29","6","16.67","0.26","7","6","2","1","0","0","2","1","1","0","0","5","13","2","20","8","26","0","0","-"
"69","Zach Bogosian","MIN, T.B","D","192","272.95","0","1","0","1","1","100.00","8","0.00","0.06","9","9","0","0","2","1","4","2","2","0","0","1","8","7","16","4","26","0","0","-"
"75","John Carlson","WSH","D","201","515.1","1","0","0","0","1","12.50","19","5.26","1.1","25","23","6","4","7","1","0","0","0","0","0","5","16","11","8","5","73","0","0","-"
"76","Roman Josi","NSH","D","202","177.1","0","1","1","0","1","100.00","8","0.00","0.67","14","11","6","1","1","3","2","1","1","0","0","0","5","5","5","0","26","0","0","-"
"80","Derek Stepan","CAR","C","73","49.233333333333","0","1","1","0","1","100.00","5","0.00","0.08","5","5","0","0","2","0","0","0","0","0","0","0","1","5","2","0","3","31","28","52.54"
"81","Marco Scandella","STL","D","85","116.8","1","0","0","0","1","100.00","3","33.33","0.18","4","3","1","1","1","0","0","0","0","0","0","0","4","6","6","0","8","0","0","-"
"84","TJ Brodie","CHI, TOR","D","190","409.2","0","1","0","1","1","16.67","8","0.00","0.01","9","9","0","0","0","0","2","1","1","0","0","3","16","5","8","13","45","0","0","-"
"90","Jared Spurgeon","MIN","D","161","351.45","0","1","1","0","1","16.67","8","0.00","0.16","9","8","1","0","2","0","2","1","1","0","0","3","3","3","9","0","56","0","0","-"
"95","Kyle Palmieri","NYI","C","219","151.3","0","1","0","1","1","33.33","5","0.00","0.85","13","9","8","4","2","1","0","0","0","0","0","1","2","6","4","1","8","3","0","100.00"
"96","Ryan O'Reilly","NSH, STL, TOR","C","214","304.5","1","0","0","0","1","33.33","17","5.88","1.79","24","21","13","9","2","4","2","1","1","0","0","0","3","16","2","3","14","141","180","43.93"
"103","Brayden Schenn","STL","C","246","173.65","1","0","0","0","1","50.00","9","11.11","0.68","12","10","6","2","3","1","12","2","1","0","1","0","3","3","3","3","14","92","85","51.98"
"104","Oliver Ekman-Larsson","FLA, TOR, VAN","D","211","258.13333333333","0","1","0","1","1","16.67","5","0.00","0.32","6","6","3","0","0","0","6","3","3","0","0","0","7","5","14","2","26","0","0","-"
"114","Tyson Barrie","CGY, EDM, NSH","D","139","55.8","0","1","1","0","1","100.00","1","0.00","0","1","1","0","0","0","0","0","0","0","0","0","0","5","1","2","2","10","0","0","-"
"118","Marcus Foligno","MIN","L","197","291.26666666667","0","1","1","0","1","100.00","10","0.00","0.72","12","11","6","4","4","0","4","1","1","0","0","5","2","9","17","0","22","1","4","20.00"
"122","David Savard","MTL","D","197","641.36666666667","0","1","0","1","1","10.00","10","0.00","0.44","14","11","2","0","6","1","6","3","3","0","0","6","30","9","29","4","133","0","0","-"
"123","Nicolas Deslauriers","PHI","L","171","66.8","1","0","0","0","1","100.00","4","25.00","0.25","6","5","2","0","0","0","0","0","0","0","0","1","1","2","3","0","4","0","3","0.00"
"128","Nick Jensen","OTT, WSH","D","226","549.83333333333","0","1","0","1","1","25.00","13","0.00","0.43","18","16","5","0","1","1","0","0","0","0","0","4","11","8","29","12","62","0","0","-"
"132","Andrew Agozzino","S.J","L","4","1.3","1","0","0","0","1","100.00","1","100.00","0.09","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"133","Radko Gudas","ANA, FLA","D","219","584.28333333333","0","1","0","1","1","11.11","23","0.00","0.06","27","24","0","0","6","0","14","6","6","0","0","2","18","5","55","11","111","0","0","-"
"135","Chris Tanev","CGY, DAL, TOR","D","215","557.45","0","1","0","1","1","9.09","13","0.00","0.08","14","13","0","0","2","0","0","0","0","0","0","3","15","10","8","15","132","0","0","-"
"146","Justin Faulk","STL","D","220","348.13333333333","0","1","1","0","1","25.00","16","0.00","1.58","18","17","9","6","3","4","2","1","1","0","0","1","15","9","7","4","34","0","0","-"
"151","Kevin Hayes","PHI, PIT, STL","C, R","224","50.1","0","1","1","0","1","100.00","4","0.00","0.47","7","6","3","3","0","0","2","1","1","0","0","1","0","2","2","2","3","38","22","63.33"
"152","Cam Fowler","ANA, STL","D","231","503.9","0","1","1","0","1","16.67","5","0.00","0.01","8","7","0","0","2","0","4","2","2","0","0","1","12","7","5","3","47","0","0","-"
"153","Vladimir Tarasenko","DET, FLA, NYR, OTT, STL","R","225","6.6333333333333","1","0","0","0","1","100.00","1","100.00","0.05","1","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","-"
"160","Erik Gudbranson","CBJ","D","164","427.16666666667","0","1","0","1","1","14.29","16","0.00","0.05","17","16","0","0","1","0","6","3","3","0","0","4","3","8","15","6","82","0","0","-"
"162","Ryan Johansen","COL, NSH","C","118","23.3","0","1","0","1","1","100.00","1","0.00","0.01","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","45","38","54.22"
"165","Jarred Tinordi","CHI","D","96","165.03333333333","0","1","1","0","1","33.33","5","0.00","0.02","6","5","1","0","1","0","11","4","3","1","0","1","4","0","23","3","31","0","0","-"
"179","Ondrej Palat","N.J","L","197","75.383333333333","1","0","0","0","1","50.00","2","50.00","0.13","4","3","1","0","0","0","0","0","0","0","0","0","2","2","2","3","4","0","0","-"
"180","Lukas Sedlak","COL, PHI","C","30","48.55","0","1","0","1","1","100.00","4","0.00","0.56","5","5","4","3","0","1","0","0","0","0","0","2","1","1","2","1","7","5","15","25.00"
"195","Mike Reilly","BOS, FLA, NYI","D","89","8.3166666666667","1","0","0","0","1","100.00","2","50.00","0.06","2","2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","-"
"196","Scott Mayfield","NYI","D","189","437.93333333333","1","0","0","0","1","12.50","3","33.33","0.12","6","4","2","0","0","0","13","4","3","1","0","6","8","2","14","5","79","0","0","-"
"200","Joel Edmundson","L.A, MTL, TOR, WSH","D","187","445.76666666667","0","1","1","0","1","100.00","16","0.00","0.21","18","17","1","0","4","0","27","8","6","1","1","2","22","4","35","2","75","0","0","-"
"231","Morgan Rielly","TOR","D","219","123","0","1","0","1","1","50.00","8","0.00","0.23","9","9","1","1","2","0","2","1","1","0","0","2","9","2","6","2","15","0","0","-"
"234","Phillip Di Giuseppe","VAN","L","101","106.38333333333","0","1","1","0","1","100.00","8","0.00","0.93","11","9","4","3","1","0","2","1","1","0","0","2","0","2","3","1","5","1","4","20.00"
"237","Tanner Pearson","MTL, VAN, VGK","L","146","77.766666666667","1","0","0","0","1","33.33","6","16.67","0.64","10","6","4","1","0","0","2","1","1","0","0","1","2","3","2","0","7","0","3","0.00"
"245","Tomas Hertl","S.J, VGK","C","206","121.76666666667","1","0","0","0","1","100.00","6","16.67","0.52","8","7","5","3","0","1","2","1","1","0","0","1","0","7","4","1","7","51","60","45.95"
"258","Jujhar Khaira","CHI, MIN","L","52","84.05","1","0","0","0","1","100.00","3","33.33","0.52","7","5","4","2","2","0","0","0","0","0","0","0","0","5","4","0","10","18","26","40.91"
"260","Jimmy Vesey","COL, NYR","L","204","216.91666666667","1","0","0","0","1","100.00","17","5.88","2.55","30","27","23","10","4","2","2","1","1","0","0","3","0","20","4","3","7","2","4","33.33"
"261","Chris Tierney","FLA, MTL, N.J","C","88","78.966666666667","0","1","1","0","1","100.00","4","0.00","0.27","4","4","2","2","0","1","0","0","0","0","0","0","1","1","3","0","6","28","25","52.83"
"275","Matthew Benning","S.J","D","98","264.9","0","1","1","0","1","50.00","3","0.00","0","4","3","0","0","0","0","4","2","2","0","0","4","7","6","13","6","24","0","0","-"
"276","Vinnie Hinostroza","BUF, MIN, NSH, PIT","C","78","7.05","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","-"
"280","Jaycob Megna","CHI, FLA, S.J, SEA","D","106","183.01666666667","0","1","1","0","1","100.00","2","0.00","0","2","2","0","0","0","0","2","1","1","0","0","1","3","3","10","2","15","0","0","-"
"296","Carson Soucy","NYR, SEA, VAN","D","193","338.53333333333","0","1","1","0","1","14.29","3","0.00","0.03","4","3","0","0","0","0","0","0","0","0","0","1","8","4","36","10","44","0","0","-"
"302","Jake Guentzel","CAR, PIT, T.B","C, L","225","48.25","1","0","0","0","1","100.00","3","33.33","0.35","9","5","4","1","0","1","2","1","1","0","0","1","4","0","0","2","3","1","6","14.29"
"307","Miles Wood","COL, N.J","L","187","117.38333333333","1","0","0","0","1","50.00","10","10.00","1.09","12","11","8","4","1","1","4","2","2","0","0","4","2","5","4","0","6","2","4","33.33"
"313","Michael McCarron","NSH","C, R","176","307.48333333333","0","1","0","1","1","33.33","9","0.00","0.75","14","13","9","3","1","0","18","5","4","0","1","3","4","9","7","1","17","94","91","50.81"
"317","Adam Erne","DET, EDM","L","85","103.41666666667","0","1","1","0","1","50.00","3","0.00","0.18","3","3","2","0","0","0","2","1","1","0","0","1","2","5","4","1","6","2","1","66.67"
"333","Seth Jones","CHI, FLA","D","202","449.03333333333","0","1","0","1","1","50.00","14","0.00","0.21","16","16","1","0","2","0","0","0","0","0","0","0","11","14","9","5","40","0","0","-"
"342","Alex Wennberg","NYR, S.J, SEA","C","238","470.76666666667","1","0","0","0","1","33.33","14","7.14","1.6","20","18","10","5","3","1","2","1","1","0","0","5","3","30","1","4","32","181","289","38.51"
"345","Curtis Lazar","N.J, VAN","C","168","175.58333333333","1","0","0","0","1","50.00","8","12.50","0.66","11","8","5","2","1","0","0","0","0","0","0","2","2","7","10","5","13","48","59","44.86"
"346","Anthony Mantha","CGY, VGK, WSH","R","154","3.6166666666667","1","0","0","0","1","100.00","1","100.00","0.2","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"349","Nathan Walker","STL","L","174","94.35","0","1","1","0","1","100.00","10","0.00","1.2","13","12","7","4","1","2","2","1","1","0","0","1","4","2","3","5","12","12","15","44.44"
"352","Trevor van Riemsdyk","WSH","D","227","436.11666666667","0","1","0","1","1","20.00","14","0.00","0.86","25","19","5","2","2","3","2","1","1","0","0","4","8","5","3","3","58","0","0","-"
"355","Patrick Brown","BOS, OTT, PHI","C","87","101.71666666667","1","0","0","0","1","50.00","6","16.67","0.4","10","7","5","0","3","1","2","1","1","0","0","0","1","4","1","1","7","28","28","50.00"
"382","Ivan Barbashev","STL, VGK","C","234","65.716666666667","0","1","1","0","1","33.33","8","0.00","1.01","11","11","7","3","1","0","2","1","1","0","0","0","0","3","0","1","4","1","4","20.00"
"383","Marcus Pettersson","PIT, VAN","D","228","536.7","0","1","1","0","1","25.00","16","0.00","0.28","18","17","4","1","6","1","6","3","3","0","0","2","9","8","31","10","69","0","0","-"
"389","Christian Dvorak","MTL","C","176","386.3","1","0","0","0","1","50.00","11","9.09","0.99","16","14","9","4","3","0","2","1","1","0","0","0","12","8","4","0","31","162","145","52.77"
"400","Viktor Arvidsson","EDM, L.A","L, R","162","19.833333333333","1","0","0","0","1","100.00","2","50.00","0.13","3","2","2","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","100.00"
"432","Vince Dunn","SEA","D","202","70.666666666667","0","1","1","0","1","33.33","2","0.00","0.14","2","2","2","0","0","1","0","0","0","0","0","0","1","2","4","0","6","0","0","-"
"434","Jordan Greenway","BUF, MIN","L","163","306.78333333333","0","1","1","0","1","20.00","10","0.00","0.88","14","12","7","2","2","1","4","2","2","0","0","4","1","13","15","4","28","8","21","27.59"
"439","A.J. Greer","BOS, CGY, FLA","L","201","59.916666666667","1","0","0","0","1","100.00","3","33.33","0.17","3","3","1","1","0","0","12","2","1","0","1","1","0","2","2","4","3","1","0","100.00"
"455","Ethan Bear","VAN, WSH","D","85","111.58333333333","0","1","0","1","1","16.67","3","0.00","0","4","3","0","0","3","0","4","2","2","0","0","1","2","0","1","3","12","0","0","-"
"461","Anthony Beauvillier","CHI, NSH, NYI, PIT, VAN, WSH","L","223","44.65","1","0","0","0","1","100.00","4","25.00","0.28","4","4","4","1","0","0","2","1","1","0","0","2","0","1","1","0","5","1","0","100.00"
"464","Jeremy Lauzon","NSH","D","174","415.81666666667","0","1","0","1","1","14.29","3","0.00","0.09","8","5","0","0","1","0","15","6","5","1","0","8","7","4","48","8","64","0","0","-"
"467","Lawson Crouse","ARI, UTA","L","239","406.38333333333","0","1","1","0","1","33.33","16","0.00","0.99","26","20","10","6","10","1","4","2","2","0","0","1","3","14","6","2","32","10","11","47.62"
"478","John Marino","N.J, UTA","D","174","484.61666666667","0","1","1","0","1","14.29","5","0.00","0.56","10","8","2","1","5","1","4","2","2","0","0","3","7","13","7","1","26","0","0","-"
"483","Artemi Panarin","NYR","L","244","4.85","0","1","0","1","1","100.00","1","0.00","0.06","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"487","Will Borgen","NYR, SEA","D","248","353.78333333333","1","0","0","0","1","9.09","11","9.09","0.08","11","11","1","0","2","0","8","4","4","0","0","3","4","3","54","7","31","0","0","-"
"494","Niko Mikkola","FLA, NYR, STL","D","239","486.75","0","1","1","0","1","10.00","12","0.00","0.5","20","17","4","0","2","0","14","3","2","0","1","5","8","3","56","10","61","0","0","-"
"511","Kevin Rooney","CGY","C","120","221.8","0","1","1","0","1","100.00","12","0.00","0.73","17","13","5","2","4","1","4","2","2","0","0","3","4","4","9","2","21","48","61","44.04"
"522","Charlie McAvoy","BOS","D","191","389.85","1","0","0","0","1","25.00","10","10.00","0.48","16","13","6","4","3","1","10","5","5","0","0","10","13","11","24","15","55","0","0","-"
"527","Rasmus Asplund","BUF, FLA, NSH","C","52","33.533333333333","1","0","0","0","1","100.00","6","16.67","0.86","6","6","6","5","2","1","0","0","0","0","0","0","0","2","0","0","4","2","4","33.33"
"528","Carl Grundstrom","L.A, S.J","R","163","56.2","1","0","0","0","1","100.00","3","33.33","0.22","3","3","2","2","0","0","2","1","1","0","0","0","0","0","5","0","2","2","4","33.33"
"533","Clayton Keller","ARI, UTA","R","241","52.883333333333","1","0","0","0","1","100.00","4","25.00","0.38","6","6","4","0","0","1","2","1","1","0","0","0","0","2","0","1","2","0","1","0.00"
"540","Beck Malenstyn","BUF, WSH","L","166","324.3","0","1","1","0","1","100.00","9","0.00","0.96","15","15","7","5","3","1","0","0","0","0","0","4","4","9","11","7","29","14","17","45.16"
"541","Trent Frederic","BOS, EDM","C","219","112.65","0","1","0","1","1","100.00","6","0.00","0.98","9","8","6","1","2","1","4","2","2","0","0","1","1","3","0","2","10","10","15","40.00"
"548","Joshua Mahura","FLA, SEA","D","176","90.583333333333","0","1","1","0","1","100.00","2","0.00","0.16","3","2","3","0","1","1","2","1","1","0","0","2","1","1","9","3","12","0","0","-"
"553","Jordan Kyrou","STL","C, R","243","3.9","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","-"
"556","Taylor Raddysh","CHI, WSH","R","231","115.48333333333","1","0","0","0","1","100.00","12","8.33","1.07","12","12","6","3","1","0","0","0","0","0","0","1","4","3","2","1","6","11","18","37.93"
"559","Samuel Girard","COL","D","208","322.25","0","1","0","1","1","50.00","6","0.00","0.08","8","6","2","0","3","0","4","2","2","0","0","1","6","3","20","8","37","0","0","-"
"564","Nathan Bastian","N.J","R","156","139.25","1","0","0","0","1","100.00","6","16.67","0.59","11","9","7","3","0","1","0","0","0","0","0","3","2","0","12","2","8","3","6","33.33"
"565","Michael McLeod","N.J","C","125","147.78333333333","0","1","1","0","1","100.00","9","0.00","0.61","14","11","5","2","2","0","0","0","0","0","0","1","3","6","9","2","2","151","97","60.89"
"573","Rem Pitlick","CHI, MTL","C","55","18.066666666667","0","1","0","1","1","100.00","0","-","0.09","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","100.00"
"579","Axel Jonsson-Fjallby","WPG","L","76","50.65","0","1","1","0","1","100.00","1","0.00","0.12","3","2","1","0","0","0","0","0","0","0","0","0","1","2","2","1","3","1","1","50.00"
"589","Michael Carcone","ARI, UTA","L","136","5.0833333333333","1","0","0","0","1","100.00","2","50.00","0.25","3","2","2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0.00"
"592","Tanner Jeannot","L.A, NSH, T.B","L","198","151.35","0","1","1","0","1","100.00","5","0.00","0.64","8","8","5","3","1","0","2","1","1","0","0","0","3","7","5","2","9","2","2","50.00"
"598","Justin Danforth","CBJ","R","138","192.43333333333","1","0","0","0","1","100.00","9","11.11","0.96","11","10","8","4","1","0","2","1","1","0","0","2","0","4","4","1","17","64","91","41.29"
"609","Mario Ferraro","S.J","D","228","662.8","0","1","1","0","1","16.67","9","0.00","0.05","12","9","1","0","7","0","6","3","3","0","0","3","13","5","32","11","84","0","0","-"
"615","Jaret Anderson-Dolan","L.A, NSH, WPG","C","84","25.25","1","0","0","0","1","100.00","2","50.00","0.37","3","2","2","2","0","0","0","0","0","0","0","0","0","1","0","0","6","3","4","42.86"
"618","Casey Mittelstadt","BOS, BUF, COL","C","243","37.633333333333","1","0","0","0","1","100.00","5","20.00","0.53","6","5","5","2","0","2","0","0","0","0","0","1","1","1","0","0","2","14","13","51.85"
"619","Urho Vaakanainen","ANA, NYR","D","142","187.15","0","1","0","1","1","14.29","3","0.00","0.08","3","3","1","0","2","0","0","0","0","0","0","0","5","0","5","2","24","0","0","-"
