"","Player","Player 2","Team","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"508","Kevin Bahl","Brayden Pachal","CGY","34","3.1833333333333","1","4","20.00","1","2","33.33","1","1","50.00","0","0","-","0.05","0.19","22.24","1","2","33.33","0","0","-","0","0","-","1","2","33.33","0","0","-","1","3","25.00","0","0","-","0.00","100.00","1.000","1","0","2","2","33.33","2","0","2","50.00"
"509","Ryan McDonagh","Victor Hedman","T.B","30","3.15","0","6","0.00","0","4","0.00","0","4","0.00","0","0","-","0","1.2","0.00","0","4","0.00","0","3","0.00","0","0","-","0","1","0.00","0","0","-","0","4","0.00","0","0","-","-","100.00","1.00","0","1","0","2","-","0","1","4","0.00"
"510","Erik Karlsson","Brett Kulak","PIT","20","3.15","1","3","25.00","0","3","0.00","0","1","0.00","0","0","-","0","0.27","0.00","0","2","0.00","0","1","0.00","0","0","-","0","1","0.00","0","0","-","0","2","0.00","0","0","-","-","100.00","1.00","0","0","2","1","0.00","0","0","2","0.00"
"511","Brady Skjei","Spencer Stastney","NSH","30","3.0666666666667","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.06","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","0","0","0","7","-","0","0","0","-"
"512","Rasmus Ristolainen","Noah Juulsen","PHI","18","3.05","0","4","0.00","0","1","0.00","0","0","-","0","0","-","0","0.12","0.00","0","2","0.00","0","0","-","0","0","-","0","2","0.00","0","0","-","1","3","25.00","0","0","-","-","-","-","0","0","1","2","0.00","1","0","1","50.00"
"513","Filip Hronek","Tom Willander","VAN","70","3.05","0","2","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.05","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","2","0.00","0","0","-","-","100.00","1.00","0","0","3","3","0.00","0","0","3","0.00"
"514","Jake McCabe","Philippe Myers","TOR","37","3.0333333333333","1","3","25.00","1","2","33.33","1","0","100.00","0","0","-","0","0.26","0.11","0","3","0.00","0","1","0.00","0","0","-","0","2","0.00","0","0","-","0","1","0.00","0","0","-","0.00","-","0.00","0","0","2","2","0.00","0","0","3","0.00"
"515","Aaron Ekblad","Donovan Sebrango","FLA","30","3.0333333333333","3","7","30.00","2","6","25.00","2","5","28.57","0","1","0.00","0.22","0.85","20.77","3","2","60.00","0","2","0.00","0","0","-","3","0","100.00","0","0","-","0","7","0.00","0","1","0.00","0.00","80.00","0.800","0","0","1","2","0.00","0","0","3","0.00"
"516","Ivan Provorov","Egor Zamula","CBJ","20","3.0333333333333","2","5","28.57","2","4","33.33","1","3","25.00","0","1","0.00","0.06","0.41","12.26","0","3","0.00","0","2","0.00","0","0","-","0","1","0.00","0","0","-","1","3","25.00","0","1","0.00","0.00","66.67","0.667","0","0","2","0","0.00","0","0","4","0.00"
"517","Jacob Bernard-Docker","Simon Edvinsson","DET","54","3.0333333333333","0","4","0.00","0","3","0.00","0","2","0.00","0","0","-","0","0.24","0.00","0","2","0.00","0","1","0.00","0","0","-","0","1","0.00","0","0","-","0","2","0.00","0","0","-","-","100.00","1.00","0","0","0","11","-","0","1","1","0.00"
"518","Marek Alscher","Mikulas Hovorka","FLA","1","3.0333333333333","0","4","0.00","0","4","0.00","0","3","0.00","0","0","-","0","0.5","0.00","0","2","0.00","0","2","0.00","0","0","-","0","0","-","0","0","-","0","2","0.00","0","0","-","-","100.00","1.00","0","0","1","0","0.00","0","0","1","0.00"
"519","Carson Soucy","Matthew Schaefer","NYI","30","3.0166666666667","0","6","0.00","0","5","0.00","0","4","0.00","0","2","0.00","0","0.36","0.00","0","4","0.00","0","0","-","0","0","-","0","4","0.00","0","0","-","0","2","0.00","0","2","0.00","-","50.00","0.50","0","0","1","3","0.00","0","0","1","0.00"
"520","Niko Mikkola","Donovan Sebrango","FLA","26","2.9833333333333","0","1","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0.06","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","0","0","1","0","0.00","0","0","2","0.00"
"521","Morgan Rielly","Brandon Carlo","TOR","51","2.95","0","3","0.00","0","2","0.00","0","2","0.00","0","0","-","0","0.22","0.00","0","2","0.00","0","1","0.00","0","0","-","0","1","0.00","0","0","-","0","3","0.00","0","0","-","-","100.00","1.00","0","0","3","12","0.00","0","0","5","0.00"
"522","Josh Morrissey","Elias Salomonsson","WPG","27","2.9333333333333","0","4","0.00","0","3","0.00","0","2","0.00","0","0","-","0","0.29","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","0","-","0","2","0.00","0","0","-","-","100.00","1.00","0","0","0","4","-","0","0","0","-"
"523","Ryan Lindgren","Ryker Evans","SEA","61","2.9333333333333","1","3","25.00","0","3","0.00","0","2","0.00","0","0","-","0","0.25","0.00","0","2","0.00","0","1","0.00","0","0","-","0","1","0.00","0","0","-","1","1","50.00","0","0","-","-","100.00","1.00","0","1","0","5","-","0","1","0","-"
"524","Andrew Peeke","Michael Callahan","BOS","5","2.9333333333333","0","9","0.00","0","7","0.00","0","5","0.00","0","1","0.00","0","1.16","0.00","0","8","0.00","0","4","0.00","0","1","0.00","0","4","0.00","0","0","-","0","2","0.00","0","0","-","-","80.00","0.80","0","0","0","4","-","0","0","2","0.00"
"525","Brett Kulak","Jack St. Ivany","PIT","17","2.9166666666667","0","4","0.00","0","3","0.00","0","2","0.00","0","0","-","0","0.31","0.00","0","3","0.00","0","0","-","0","0","-","0","3","0.00","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","0","0","1","2","0.00","0","0","1","0.00"
"526","John Carlson","Tyson Hinds","ANA","6","2.9","0","3","0.00","0","3","0.00","0","3","0.00","0","2","0.00","0","0.27","0.00","0","3","0.00","0","1","0.00","0","1","0.00","0","2","0.00","0","1","0.00","0","2","0.00","0","0","-","-","33.33","0.33","0","0","1","2","0.00","0","0","2","0.00"
"527","Gustav Forsling","Uvis Balinskis","FLA","54","2.9","2","1","66.67","2","1","66.67","2","0","100.00","1","0","100.00","0.3","0.03","90.65","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","1","1","50.00","0","0","-","50.00","-","0.50","0","1","0","3","-","0","2","0","-"
"528","Erik Cernak","Emil Martinsen Lilleberg","T.B","37","2.9","2","3","40.00","2","2","50.00","2","2","50.00","1","1","50.00","0.13","0.31","29.66","2","3","40.00","0","1","0.00","0","1","0.00","2","2","50.00","1","0","100.00","0","0","-","0","0","-","50.00","50.00","1.000","0","0","2","10","0.00","0","1","3","0.00"
"529","Evan Bouchard","Ty Emberson","EDM","72","2.9","2","1","66.67","2","1","66.67","2","1","66.67","0","1","0.00","0.12","0.12","50.47","2","1","66.67","0","1","0.00","0","1","0.00","2","0","100.00","0","0","-","0","0","-","0","0","-","0.00","0.00","0.000","0","0","0","10","-","0","0","0","-"
"530","Rasmus Andersson","Brayden Pachal","CGY","24","2.8666666666667","1","6","14.29","1","6","14.29","1","4","20.00","0","0","-","0.05","0.44","10.79","0","5","0.00","0","1","0.00","0","0","-","0","4","0.00","0","0","-","1","3","25.00","0","0","-","0.00","100.00","1.000","0","0","0","2","-","0","0","3","0.00"
"531","Mattias Ekholm","Ty Emberson","EDM","72","2.8333333333333","3","1","75.00","3","1","75.00","3","1","75.00","0","0","-","0.37","0.07","84.62","2","1","66.67","1","0","100.00","0","0","-","1","1","50.00","0","0","-","1","0","100.00","0","0","-","0.00","100.00","1.000","0","0","0","6","-","0","0","1","0.00"
"532","Alex Petrovic","Vladislav Kolyachonok","DAL","11","2.8333333333333","1","1","50.00","1","1","50.00","0","1","0.00","0","0","-","0.04","0.05","39.85","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","1","50.00","0","0","-","-","100.00","1.00","0","0","0","4","-","0","1","0","-"
"533","Jakob Chychrun","Martin Fehervary","WSH","79","2.8333333333333","1","4","20.00","0","4","0.00","0","3","0.00","0","0","-","0","0.33","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","2","3","40.00","0","0","-","-","100.00","1.00","0","0","1","10","0.00","1","2","1","50.00"
"534","Andrew Peeke","Jordan Harris","BOS","8","2.8333333333333","2","3","40.00","2","3","40.00","2","2","50.00","0","1","0.00","0.34","0.53","38.77","2","2","50.00","2","1","66.67","0","1","0.00","0","1","0.00","0","0","-","0","1","0.00","0","0","-","0.00","50.00","0.500","0","0","0","4","-","0","0","0","-"
"535","John Carlson","Jakob Chychrun","WSH","53","2.7833333333333","1","2","33.33","0","2","0.00","0","2","0.00","0","0","-","0","0.14","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","0","0","0","5","-","0","1","0","-"
"536","Adam Pelech","Tony DeAngelo","NYI","76","2.7833333333333","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.12","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","0.00","-","0.00","0","2","2","5","0.00","0","2","2","0.00"
"537","Erik Karlsson","Ryan Graves","PIT","18","2.75","1","9","10.00","1","7","12.50","1","4","20.00","0","0","-","0.06","1.12","4.72","1","4","20.00","0","4","0.00","0","0","-","1","0","100.00","0","0","-","0","6","0.00","0","0","-","0.00","100.00","1.000","0","0","1","1","0.00","0","0","2","0.00"
"538","Timothy Liljegren","Vincent Iorio","S.J","13","2.7333333333333","1","3","25.00","1","2","33.33","1","2","33.33","0","0","-","0","0.11","2.07","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","3","0.00","0","0","-","0.00","100.00","1.000","0","0","0","5","-","0","0","0","-"
"539","Dougie Hamilton","Brett Pesce","N.J","36","2.7166666666667","1","4","20.00","1","3","25.00","1","3","25.00","0","0","-","0.11","0.4","22.10","1","3","25.00","1","1","50.00","0","0","-","0","2","0.00","0","0","-","0","1","0.00","0","0","-","0.00","100.00","1.000","0","0","0","16","-","0","1","0","-"
"540","Adam Fox","Urho Vaakanainen","NYR","24","2.7166666666667","0","6","0.00","0","3","0.00","0","1","0.00","0","0","-","0","0.45","0.00","0","4","0.00","0","1","0.00","0","0","-","0","3","0.00","0","0","-","0","6","0.00","0","0","-","-","100.00","1.00","0","1","5","3","0.00","0","1","5","0.00"
"541","Jayden Struble","Lane Hutson","MTL","59","2.6833333333333","1","2","33.33","1","2","33.33","1","1","50.00","0","0","-","0.05","0.12","27.57","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","1","1","50.00","0","0","-","0.00","100.00","1.000","0","1","2","5","0.00","0","1","2","0.00"
"542","Brett Kulak","Connor Clifton","PIT","12","2.65","1","4","20.00","1","3","25.00","1","3","25.00","0","0","-","0.09","0.24","28.55","1","2","33.33","1","0","100.00","0","0","-","0","2","0.00","0","0","-","0","3","0.00","0","0","-","0.00","100.00","1.000","0","0","1","6","0.00","0","0","1","0.00"
"543","Adam Pelech","Carson Soucy","NYI","30","2.6333333333333","1","2","33.33","1","1","50.00","1","1","50.00","0","1","0.00","0.08","0.08","50.45","1","2","33.33","0","0","-","0","0","-","1","2","33.33","0","1","0.00","0","0","-","0","0","-","0.00","0.00","0.000","0","0","1","3","0.00","0","0","1","0.00"
"544","Tony DeAngelo","Matthew Schaefer","NYI","76","2.6166666666667","0","3","0.00","0","2","0.00","0","1","0.00","0","0","-","0","0.4","0.00","0","2","0.00","0","1","0.00","0","0","-","0","1","0.00","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","0","1","0","6","-","0","1","0","-"
"545","Luke Schenn","Bowen Byram","BUF","4","2.6","0","1","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","1","0.00","0","0","-","-","-","-","0","0","1","3","0.00","0","2","1","0.00"
"546","Neal Pionk","Elias Salomonsson","WPG","9","2.5833333333333","0","2","0.00","0","2","0.00","0","2","0.00","0","2","0.00","0","0.17","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","3","0.00","0","2","0.00","-","0.00","0.00","0","0","1","1","0.00","0","0","1","0.00"
"547","Oliver Ekman-Larsson","Jake McCabe","TOR","76","2.5666666666667","0","11","0.00","0","10","0.00","0","7","0.00","0","1","0.00","0","1.19","0.00","0","6","0.00","0","3","0.00","0","1","0.00","0","3","0.00","0","0","-","0","5","0.00","0","0","-","-","85.71","0.86","0","1","0","10","-","0","1","0","-"
"548","Tobias Bjornfot","Ludvig Jansson","FLA","4","2.5666666666667","0","4","0.00","0","3","0.00","0","2","0.00","0","0","-","0","0.21","0.00","0","2","0.00","0","0","-","0","0","-","0","2","0.00","0","0","-","0","3","0.00","0","0","-","-","100.00","1.00","0","0","3","1","0.00","0","0","4","0.00"
"549","Jeff Petry","Tobias Bjornfot","FLA","10","2.55","0","2","0.00","0","2","0.00","0","0","-","0","0","-","0","0.26","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","1","0.00","0","0","-","-","-","-","0","0","0","2","-","0","0","1","0.00"
"550","Shayne Gostisbehere","Alexander Nikishin","CAR","54","2.5166666666667","1","4","20.00","1","2","33.33","1","1","50.00","0","0","-","0","0.17","0.19","0","3","0.00","0","2","0.00","0","0","-","0","1","0.00","0","0","-","0","1","0.00","0","0","-","0.00","100.00","1.000","0","2","0","5","-","0","2","0","-"
"551","Noah Juulsen"," ","PHI","3","2.5166666666667","1","4","20.00","1","2","33.33","1","2","33.33","0","0","-","0.1","0.26","27.29","1","3","25.00","1","1","50.00","0","0","-","0","2","0.00","0","0","-","0","1","0.00","0","0","-","0.00","100.00","1.000","0","0","1","0","0.00","0","0","1","0.00"
"552","Joel Hanley","Zach Whitecloud","CGY","20","2.5","0","6","0.00","0","6","0.00","0","3","0.00","0","0","-","0","0.55","0.00","0","3","0.00","0","2","0.00","0","0","-","0","1","0.00","0","0","-","0","3","0.00","0","0","-","-","100.00","1.00","0","0","0","10","-","0","0","0","-"
"553","Travis Sanheim","Jamie Drysdale","PHI","78","2.4833333333333","0","5","0.00","0","4","0.00","0","1","0.00","0","0","-","0","0.53","0.00","0","2","0.00","0","0","-","0","0","-","0","2","0.00","0","0","-","0","4","0.00","0","0","-","-","100.00","1.00","0","0","0","1","-","0","0","2","0.00"
"554","Victor Mancini","Tom Willander","VAN","18","2.4833333333333","0","4","0.00","0","4","0.00","0","2","0.00","0","2","0.00","0","0.24","0.00","0","3","0.00","0","0","-","0","0","-","0","3","0.00","0","2","0.00","0","1","0.00","0","0","-","-","0.00","0.00","0","0","0","6","-","0","0","0","-"
"555","Jaccob Slavin","Alexander Nikishin","CAR","39","2.45","0","5","0.00","0","2","0.00","0","0","-","0","0","-","0","0.27","0.00","0","3","0.00","0","1","0.00","0","0","-","0","2","0.00","0","0","-","0","1","0.00","0","0","-","-","-","-","0","1","0","2","-","0","1","0","-"
"556","Quinn Hughes","Brock Faber","MIN","48","2.4166666666667","0","4","0.00","0","3","0.00","0","1","0.00","0","0","-","0","0.63","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","5","0.00","0","0","-","-","100.00","1.00","0","0","2","4","0.00","1","1","3","25.00"
"557","Michael Kesselring","Bowen Byram","BUF","34","2.4166666666667","0","6","0.00","0","2","0.00","0","0","-","0","0","-","0","0.24","0.00","0","4","0.00","0","1","0.00","0","0","-","0","3","0.00","0","0","-","0","2","0.00","0","0","-","-","-","-","0","0","0","4","-","0","0","0","-"
"558","Mattias Ekholm","Jake Walman","EDM","53","2.4","3","2","60.00","3","2","60.00","2","1","66.67","0","0","-","0.03","0.09","21.26","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","1","2","33.33","0","0","-","0.00","100.00","1.000","0","0","1","9","0.00","0","1","2","0.00"
"559","Nate Schmidt","Sean Durzi","UTA","60","2.4","1","3","25.00","1","3","25.00","0","2","0.00","0","1","0.00","0.05","0.25","16.31","1","2","33.33","0","1","0.00","0","0","-","1","1","50.00","0","1","0.00","0","1","0.00","0","0","-","-","50.00","0.50","0","1","0","3","-","0","1","0","-"
"560","Thomas Chabot","Jordan Spence","OTT","48","2.4","0","2","0.00","0","2","0.00","0","1","0.00","0","1","0.00","0","0.56","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","0","-","1","2","33.33","0","1","0.00","-","0.00","0.00","0","1","2","2","0.00","1","1","2","33.33"
"561","Roman Josi","Justin Barron","NSH","39","2.3833333333333","3","1","75.00","3","1","75.00","3","0","100.00","0","0","-","0.15","0.08","66.21","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","3","1","75.00","0","0","-","0.00","-","0.00","0","0","0","2","-","1","0","0","100.00"
"562","Oliver Ekman-Larsson","Brandon Carlo","TOR","51","2.3833333333333","2","5","28.57","2","5","28.57","1","3","25.00","0","1","0.00","0.12","0.47","21.09","1","2","33.33","0","1","0.00","0","0","-","1","1","50.00","0","0","-","1","5","16.67","0","1","0.00","0.00","66.67","0.667","0","0","2","6","0.00","0","0","2","0.00"
"563","Jonas Brodin","Jacob Middleton","MIN","59","2.3833333333333","0","5","0.00","0","4","0.00","0","2","0.00","0","1","0.00","0","0.37","0.00","0","4","0.00","0","1","0.00","0","1","0.00","0","3","0.00","0","0","-","0","1","0.00","0","0","-","-","50.00","0.50","0","0","0","29","-","0","0","0","-"
"564","Cam Fowler","Matthew Kessel","STL","29","2.3666666666667","2","2","50.00","2","1","66.67","1","1","50.00","0","0","-","0.08","0.04","64.83","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","0","3","0.00","0","0","-","0.00","100.00","1.000","0","0","1","4","0.00","0","0","1","0.00"
"565","Brett Kulak","Evan Bouchard","EDM","31","2.35","1","3","25.00","1","3","25.00","1","2","33.33","0","0","-","0","0.14","0.49","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","2","0.00","0","0","-","0.00","100.00","1.000","0","0","1","6","0.00","0","0","1","0.00"
"566","Tobias Bjornfot","Donovan Sebrango","FLA","8","2.35","2","1","66.67","2","1","66.67","2","1","66.67","0","0","-","0.09","0.05","61.93","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","2","1","66.67","0","0","-","0.00","100.00","1.000","0","0","0","5","-","0","0","2","0.00"
"567","Justin Faulk","Albert Johansson","DET","17","2.3333333333333","0","4","0.00","0","4","0.00","0","3","0.00","0","0","-","0","0.31","0.00","0","2","0.00","0","1","0.00","0","0","-","0","1","0.00","0","0","-","0","2","0.00","0","0","-","-","100.00","1.00","0","0","0","4","-","0","0","0","-"
"568","Conor Timmins","Rasmus Dahlin","BUF","35","2.3333333333333","0","2","0.00","0","2","0.00","0","1","0.00","0","0","-","0","0.13","0.00","0","2","0.00","0","0","-","0","0","-","0","2","0.00","0","0","-","0","3","0.00","0","0","-","-","100.00","1.00","0","0","0","3","-","0","0","4","0.00"
"569","Donovan Sebrango","Marek Alscher","FLA","4","2.3333333333333","1","4","20.00","1","2","33.33","1","1","50.00","0","0","-","0","0.31","0.20","0","3","0.00","0","2","0.00","0","0","-","0","1","0.00","0","0","-","0","1","0.00","0","0","-","0.00","100.00","1.000","0","0","2","0","0.00","0","0","2","0.00"
"570","Dmitry Orlov","John Klingberg","S.J","56","2.3","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","-","-","-","1","0","2","3","33.33","1","0","2","33.33"
"571","Yan Kuznetsov","Hunter Brzustewicz","CGY","23","2.2833333333333","1","1","50.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","1","50.00","0","0","-","-","-","-","0","0","0","2","-","0","0","1","0.00"
"572","Haydn Fleury","Jacob Bryson","WPG","12","2.2666666666667","0","8","0.00","0","4","0.00","0","3","0.00","0","0","-","0","0.46","0.00","0","4","0.00","0","2","0.00","0","0","-","0","2","0.00","0","0","-","0","5","0.00","0","0","-","-","100.00","1.00","0","1","1","0","0.00","0","2","1","0.00"
"573","Seth Jones","Tobias Bjornfot","FLA","4","2.25","3","8","27.27","2","7","22.22","0","1","0.00","0","0","-","0.11","0.94","10.22","0","7","0.00","0","3","0.00","0","0","-","0","4","0.00","0","0","-","3","2","60.00","0","0","-","-","100.00","1.00","0","0","0","1","-","0","0","1","0.00"
"574","Connor Murphy","Louis Crevier","CHI","57","2.2333333333333","0","3","0.00","0","3","0.00","0","1","0.00","0","0","-","0","0.37","0.00","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","0","-","0","3","0.00","0","0","-","-","100.00","1.00","0","0","1","12","0.00","0","0","1","0.00"
"575","Scott Mayfield","Marshall Warren","NYI","8","2.2166666666667","0","5","0.00","0","4","0.00","0","3","0.00","0","0","-","0","0.2","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","0","5","0.00","0","0","-","-","100.00","1.00","0","0","0","0","-","0","0","0","-"
"576","Charles-Edouard D'Astous","Janis Moser","T.B","69","2.2","0","2","0.00","0","2","0.00","0","1","0.00","0","0","-","0","0.12","0.00","0","0","-","0","0","-","0","0","-","0","0","-","0","0","-","1","3","25.00","0","0","-","-","100.00","1.00","0","1","1","7","0.00","1","1","1","50.00"
"577","Zach Whitecloud","Kaedan Korczak","VGK","47","2.2","1","4","20.00","1","4","20.00","1","3","25.00","0","0","-","0.19","0.29","39.41","1","4","20.00","1","0","100.00","0","0","-","0","4","0.00","0","0","-","0","1","0.00","0","0","-","0.00","100.00","1.000","0","0","0","5","-","0","0","1","0.00"
"578","Mike Benning","Donovan Sebrango","FLA","17","2.1833333333333","0","4","0.00","0","4","0.00","0","1","0.00","0","0","-","0","0.29","0.00","0","2","0.00","0","2","0.00","0","0","-","0","0","-","0","0","-","0","3","0.00","0","0","-","-","100.00","1.00","0","1","0","4","-","0","2","1","0.00"
"579","Ryan McDonagh","Declan Carlile","T.B","14","2.1666666666667","0","4","0.00","0","2","0.00","0","1","0.00","0","0","-","0","0.22","0.00","0","2","0.00","0","0","-","0","0","-","0","2","0.00","0","0","-","0","2","0.00","0","0","-","-","100.00","1.00","0","0","1","2","0.00","0","0","3","0.00"
"580","Erik Gudbranson","Damon Severson","CBJ","27","2.1666666666667","2","3","40.00","2","3","40.00","2","3","40.00","0","1","0.00","0.04","0.27","11.79","0","2","0.00","0","1","0.00","0","0","-","0","1","0.00","0","1","0.00","1","1","50.00","0","0","-","0.00","66.67","0.667","0","0","0","4","-","0","0","0","-"
"581","Connor Clifton","Ilya Solovyov","PIT","11","2.1666666666667","0","4","0.00","0","4","0.00","0","3","0.00","0","1","0.00","0","0.54","0.00","0","3","0.00","0","1","0.00","0","0","-","0","2","0.00","0","1","0.00","0","2","0.00","0","0","-","-","66.67","0.67","0","0","0","0","-","0","0","1","0.00"
"582","Rasmus Ristolainen","Emil Andrae","PHI","33","2.1666666666667","0","7","0.00","0","6","0.00","0","4","0.00","0","1","0.00","0","0.56","0.00","0","4","0.00","0","1","0.00","0","0","-","0","3","0.00","0","1","0.00","0","2","0.00","0","0","-","-","75.00","0.75","0","0","0","0","-","0","0","0","-"
"583","Jeff Petry","Donovan Sebrango","FLA","18","2.15","1","3","25.00","1","3","25.00","0","3","0.00","0","1","0.00","0.05","0.43","10.03","0","3","0.00","0","2","0.00","0","1","0.00","0","1","0.00","0","0","-","1","1","50.00","0","0","-","-","66.67","0.67","0","2","1","2","0.00","0","2","1","0.00"
"584","Jeff Petry","Jonas Brodin","MIN","8","2.1333333333333","0","5","0.00","0","1","0.00","0","0","-","0","0","-","0","0.09","0.00","0","2","0.00","0","0","-","0","0","-","0","2","0.00","0","0","-","0","5","0.00","0","0","-","-","-","-","0","0","1","0","0.00","0","0","2","0.00"
"585","Travis Hamonic","Moritz Seider","DET","26","2.1166666666667","2","2","50.00","2","1","66.67","2","1","66.67","0","0","-","0.2","0.05","81.61","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","1","2","33.33","0","0","-","0.00","100.00","1.000","0","0","0","7","-","0","0","0","-"
"586","Brandon Carlo","Philippe Myers","TOR","26","2.1166666666667","2","3","40.00","2","2","50.00","1","1","50.00","0","0","-","0.18","0.14","56.32","1","2","33.33","0","0","-","0","0","-","1","2","33.33","0","0","-","1","1","50.00","0","0","-","0.00","100.00","1.000","0","0","0","6","-","0","0","0","-"
"587","Tyler Tucker","Matthew Kessel","STL","23","2.05","0","3","0.00","0","2","0.00","0","2","0.00","0","0","-","0","0.21","0.00","0","2","0.00","0","1","0.00","0","0","-","0","1","0.00","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","0","0","0","2","-","0","0","0","-"
"588","Michael Callahan","Jonathan Aspirot","BOS","2","2.0333333333333","1","3","25.00","1","2","33.33","1","0","100.00","0","0","-","0.01","0.18","2.88","0","1","0.00","0","1","0.00","0","0","-","0","0","-","0","0","-","0","2","0.00","0","0","-","0.00","-","0.00","0","0","0","2","-","0","0","0","-"
"589","Jonas Brodin","Daemon Hunt","MIN","14","2.0166666666667","0","3","0.00","0","2","0.00","0","1","0.00","0","0","-","0","0.18","0.00","0","2","0.00","0","1","0.00","0","0","-","0","1","0.00","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","0","0","0","2","-","0","0","0","-"
"590","Brett Kulak","Alec Regula","EDM","17","2.0166666666667","2","3","40.00","2","2","50.00","1","2","33.33","0","0","-","0.31","0.17","65.11","2","2","50.00","1","0","100.00","0","0","-","1","2","33.33","0","0","-","0","1","0.00","0","0","-","0.00","100.00","1.000","0","0","2","1","0.00","0","0","2","0.00"
"591","Brendan Smith","Ivan Provorov","CBJ","15","1.9833333333333","2","0","100.00","2","0","100.00","2","0","100.00","0","0","-","0.19","0","100.00","2","0","100.00","1","0","100.00","0","0","-","1","0","100.00","0","0","-","0","0","-","0","0","-","0.00","-","0.00","0","0","0","5","-","0","0","0","-"
"592","Jordan Spence","Tyler Kleven","OTT","63","1.9666666666667","1","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0.19","0","100.00","1","0","100.00","1","0","100.00","0","0","-","0","0","-","0","0","-","1","0","100.00","0","0","-","0.00","-","0.00","1","2","0","8","100.00","1","2","0","100.00"
"593","Connor Murphy","Ethan Del Mastro","CHI","2","1.95","0","3","0.00","0","2","0.00","0","2","0.00","0","0","-","0","0.09","0.00","0","1","0.00","0","0","-","0","0","-","0","1","0.00","0","0","-","0","4","0.00","0","0","-","-","100.00","1.00","0","0","3","0","0.00","0","0","3","0.00"
"594","Haydn Fleury","Elias Salomonsson","WPG","15","1.9166666666667","0","3","0.00","0","2","0.00","0","1","0.00","0","0","-","0","0.14","0.00","0","2","0.00","0","0","-","0","0","-","0","2","0.00","0","0","-","0","1","0.00","0","0","-","-","100.00","1.00","0","0","0","4","-","1","0","0","100.00"
"595","Shakir Mukhamadullin","Vincent Iorio","S.J","7","1.9166666666667","0","4","0.00","0","4","0.00","0","4","0.00","0","0","-","0","0.4","0.00","0","2","0.00","0","1","0.00","0","0","-","0","1","0.00","0","0","-","0","3","0.00","0","0","-","-","100.00","1.00","0","0","0","3","-","0","0","1","0.00"
